,name,type,episodes,members,score_members,rating,genre,dates,url
1435,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,ONA,1,162,,,"[‘Mystery’, ‘Comedy’, ‘Kids’, ‘Fantasy’]",        Aug 2017 - Aug 2017,https://myanimelist.net/anime/36969/Oshiri_Tantei__Mina_to_Machi_no_Tuk-tuk_Chase
1436,Oshizuka ni,Movie,1,193,,,[’Kids’],        1980 - 1980,https://myanimelist.net/anime/29796/Oshizuka_ni
1437,Oshushi Da yo,ONA,10,164,,,"[‘Comedy’,’Slice of Life’]",        Oct 2017 - Dec 2017,https://myanimelist.net/anime/36464/Oshushi_Da_yo
3650,Kansen: Ball Buster The Animation,OVA,1,4406,,,[‘Hentai’],        Nov 2013 - Nov 2013,https://myanimelist.net/anime/20959/Kansen__Ball_Buster_The_Animation
3651,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,OVA,2,2178,,,[‘Hentai’],        Jun 2004 - Oct 2004,https://myanimelist.net/anime/3108/Miboujin__Numeriau_Nikuyoku_to_Midara_ni_Nureru_Mitsusubo
3652,Naisho no Wakana-san,OVA,1,2617,,,[‘Hentai’],        Dec 2013 - Dec 2013,https://myanimelist.net/anime/10575/Naisho_no_Wakana-san
4204,Dragon Ball Movie 2: Majinjou no Nemurihime,Movie,1,43158,,,"[‘Action’, ‘Adventure’, ‘Comedy’, ‘Fantasy’, ‘Sci-F’i, ‘Shounen’, ‘Super Power’]",        Jul 1987 - Jul 1987,https://myanimelist.net/anime/891/Dragon_Ball_Movie_2__Majinjou_no_Nemurihime
5650,Chiisana Kinomi,Music,1,88,,,"[‘Music’,’Kids’]",        Oct 1983 - Oct 1983,https://myanimelist.net/anime/37762/Chiisana_Kinomi
5651,Chiisana Kinomi (1995),Music,1,187,,,"[‘Music’,’Kids’]",        Oct 1995 - Oct 1995,https://myanimelist.net/anime/30164/Chiisana_Kinomi_1995
5652,Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,Special,1,232,,,"[‘Romance’, ‘Slice of Life’, ‘Shoujo’]",        Mar 1984 - Mar 1984,https://myanimelist.net/anime/25033/Chiisana_Koi_no_Monogatari__Chichi_to_Sally_Hatsukoi_no_Shiki
5653,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,Movie,1,247,,,"[‘Action’, ‘Adventure’, ‘Mecha’, ‘Sci-Fi’, ‘Shounen’, ‘Super Power’]",        Jul 1999 - Jul 1999,https://myanimelist.net/anime/24269/Chiisana_Kyojin_Microman__Daigekisen_Microman_vs_Saikyou_Senshi_Gorgon
5654,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,Special,1,207,,,"[‘Music’, ‘School’, ‘Drama’]",        Dec 1981 - Dec 1981,https://myanimelist.net/anime/19177/Chiisana_Love_Letter__Mariko_to_Nemunoki_no_Kodomo-tachi
5655,Chiisana Tegami,Music,1,109,,,"[‘Music’,’Kids’]",        Aug 2000 - Aug 2000,https://myanimelist.net/anime/36402/Chiisana_Tegami
5656,Chiisana Teien,Movie,1,338,,,"[‘Adventure’, ‘Fantasy’]",        Dec 2014 - Dec 2014,https://myanimelist.net/anime/29135/Chiisana_Teien
5657,Chikai,ONA,1,128,,,[‘Slice of Life’],        Aug 2019 - Aug 2019,https://myanimelist.net/anime/40385/Chikai
5658,Chikara Bashi,Movie,1,250,,,[‘Kids’],        1976 - 1976,https://myanimelist.net/anime/29793/Chikara_Bashi
5661,Chikasugi Idol Akae-chan Specials,Special,3,76,,,"[‘Comedy’, ‘Game’, ‘Parody’]",        Jul 2014 - Jul 2014,https://myanimelist.net/anime/37168/Chikasugi_Idol_Akae-chan_Specials
7450,Taiho Shichau zo: Full Throttle,TV,23,7290,,,"[‘Action’,’ Comedy’, ‘Police’, ‘Shounen’]",        Oct 2007 - Mar 2008,https://myanimelist.net/anime/3000/Taiho_Shichau_zo__Full_Throttle
7451,Tears to Tiara,TV,26,65205,,,"[‘Action,’ ‘Adventure’, ‘Fantasy’, ‘Magic’]",        Apr 2009 - Sep 2009,https://myanimelist.net/anime/3594/Tears_to_Tiara
7452,Tenchi Muyou! in Love 2: Haruka Naru Omoi,Movie,1,13088,,,"[‘Sci-Fi’, ‘Drama’, ‘Romance’, ‘Shounen’]",        Apr 1999 - Apr 1999,https://myanimelist.net/anime/1144/Tenchi_Muyou_in_Love_2__Haruka_Naru_Omoi
7453,"Wake Up, Girls! Beyond the Bottom",Movie,1,6367,,,"[‘Music’, ‘Drama’]",        Dec 2015 - Dec 2015,https://myanimelist.net/anime/30419/Wake_Up_Girls_Beyond_the_Bottom
7454,Wo Shi Jiang Xiaobai (2018),ONA,1,1852,,,"[‘Drama’, ‘Romance’, ‘Slice of Life’]",        May 2018 - May 2018,https://myanimelist.net/anime/37886/Wo_Shi_Jiang_Xiaobai_2018
7455,Yawara!: Zutto Kimi no Koto ga…,Special,1,1703,,,"[‘Action’, ‘Slice of Life’, ‘Comedy’, ‘Sports’, ‘Drama’, ‘Martial Arts’]",        Jul 1996 - Jul 1996,https://myanimelist.net/anime/2009/Yawara__Zutto_Kimi_no_Koto_ga
7456,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,Movie,1,3686,,,"[‘Fantasy’, ‘Kids’, ‘Magic’, ‘Romance’, ‘Shoujo’, ‘Super Power’]",        Nov 2008 - Nov 2008,https://myanimelist.net/anime/4703/Yes_Precure_5_GoGo_Movie__Okashi_no_Kuni_no_Happy_Birthday
7457,Yu Yu Hakusho the Movie: Poltergeist Report,Movie,1,20082,,,"[‘Action’, ‘Adventure’, ‘Comedy’, ‘Demons’, ‘Supernatural’, ‘Martial Arts’, ‘Shounen’]",        Apr 1994 - Apr 1994,https://myanimelist.net/anime/883/Yuu☆Yuu☆Hakusho__Meikai_Shitou-hen_-_Honoo_no_Kizuna
7458,.hack//Quantum,OVA,3,34728,,,"[‘Action’, ‘Adventure’, ‘Fantasy’, ‘Game’, ‘Sci-Fi’]",        Jan 2011 - Apr 2011,https://myanimelist.net/anime/9332/hack__Quantum
7459,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,Special,1,12387,,,"[‘Comedy’, ‘Drama’]",        Feb 2012 - Feb 2012,https://myanimelist.net/anime/38963/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai__Menma_e_no_Tegami
7460,Aoharu x Kikanjuu,TV,12,166178,,,"[‘Action’, ‘Comedy’, ‘Sports’, ‘Shounen’]",        Jul 2015 - Sep 2015,https://myanimelist.net/anime/30205/Aoharu_x_Kikanjuu
7461,Blame! Movie,Movie,1,72140,,,"[‘Action’, ‘Drama’, ‘Mecha’, ‘Psychological’, ‘Sci-Fi’, ‘Seinen’]",        May 2017 - May 2017,https://myanimelist.net/anime/32086/Blame_Movie
7462,Blood Lad: Wagahai wa Neko de wa Nai,OVA,1,80306,,,"[‘Action’, ‘Comedy’, ‘Demons’, ‘Seinen’, ‘Supernatural’, ‘Vampire’]",        Dec 2013 - Dec 2013,https://myanimelist.net/anime/18441/Blood_Lad__Wagahai_wa_Neko_de_wa_Nai
7600,Pochacco no Jack to Mame no Ki,OVA,1,226,,,"[‘Kids’, ‘Fantasy’]",        Jul 2001 - Jul 2001,https://myanimelist.net/anime/22493/Pochacco_no_Jack_to_Mame_no_Ki
7601,Pochacco no Ninjin Hata wa Oosawagi,OVA,1,180,,,"[‘Kids’, ‘Fantasy’]",        Nov 1993 - Nov 1993,https://myanimelist.net/anime/22623/Pochacco_no_Ninjin_Hata_wa_Oosawagi
7602,Pochacco no Wakuwaku Birthday,OVA,1,184,,,"[‘Kids’, ‘Fantasy’]",        Oct 1993 - Oct 1993,https://myanimelist.net/anime/22617/Pochacco_no_Wakuwaku_Birthday
7603,Pochitto Hatsumei: Pikachin-Kit,ONA,1,139,,,"[‘Kids’,’Comedy’]",        Dec 2017 - Dec 2017,https://myanimelist.net/anime/36947/Pochitto_Hatsumei__Pikachin-Kit
7604,Poka Poka Mori no Rascal,TV,52,227,,,[‘Kids’],        Apr 2006 - Mar 2007,https://myanimelist.net/anime/17613/Poka_Poka_Mori_no_Rascal
7605,Pokke,Music,1,61,,,"[‘Music’,’Kids’]",        Oct 2015 - Oct 2015,https://myanimelist.net/anime/40612/Pokke
7606,Pokopon no Kitsune-gawa Onsen Henshin Gassen,OVA,1,103,,,"[‘Kids’, ‘Supernatural’]",        Jun 1993 - Jun 1993,https://myanimelist.net/anime/35034/Pokopon_no_Kitsune-gawa_Onsen_Henshin_Gassen
7607,Pokopon no Satogaeri,OVA,1,88,,,[‘Kids’],        May 1993 - May 1993,https://myanimelist.net/anime/35037/Pokopon_no_Satogaeri
7608,Pokopon no Yukai na Saiyuuki,Movie,1,139,,,"[‘Adventure’, ‘Fantasy’, ‘Kids’, ‘Magic’, ‘Martial Arts’]",        Jul 1990 - Jul 1990,https://myanimelist.net/anime/32621/Pokopon_no_Yukai_na_Saiyuuki
7609,Pom Pom Purin no Kitakaze to Taiyou,OVA,1,204,,,"[‘Kids’, ‘Fantasy’]",        Dec 2001 - Dec 2001,https://myanimelist.net/anime/22577/Pom_Pom_Purin_no_Kitakaze_to_Taiyou
7610,Pom Pom Purin no Usagi to Kame,OVA,1,220,,,"[‘Kids’, ‘Fantasy’]",        Oct 2001 - Oct 2001,https://myanimelist.net/anime/22569/Pom_Pom_Purin_no_Usagi_to_Kame
7611,Ponkaman no Animation no Dekiru made,OVA,1,75,,,"[‘Kids’, ‘Super Power’]",         - ,https://myanimelist.net/anime/35273/Ponkaman_no_Animation_no_Dekiru_made
7612,Ponkotsu Quest Specials,ONA,,208,,,"[‘Comedy’, ‘Parody’, ‘Fantasy’]",        Mar 2014 - ,https://myanimelist.net/anime/34845/Ponkotsu_Quest_Specials
7613,Ponkotsu Quest x Gatchaman Special,ONA,1,326,,,"[‘Comedy’, ‘Parody’, ‘Fantasy’]",        Mar 2014 - Mar 2014,https://myanimelist.net/anime/34844/Ponkotsu_Quest_x_Gatchaman_Special
7614,Ponkotsu Quest x Monsterz,ONA,3,190,,,"[‘Comedy’, ‘Parody’, ‘Fantasy’]",        May 2014 - May 2014,https://myanimelist.net/anime/34843/Ponkotsu_Quest_x_Monsterz
7615,Ponkotsu Quest: Maou to Haken no Mamono-tachi,ONA,,316,,,"[‘Comedy’, ‘Parody’, ‘Fantasy’]",        Aug 2013 - ,https://myanimelist.net/anime/31667/Ponkotsu_Quest__Maou_to_Haken_no_Mamono-tachi
7616,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,Special,,198,,,"[‘Comedy’, ‘Parody’, ‘Fantasy’,’Game’]",        Dec 2015 - ,https://myanimelist.net/anime/34847/Ponkotsu_Quest__Maou_to_Haken_no_Mamono-tachi_Specials
7617,Ponsuke no Udekurabe,Movie,1,241,,,[‘Action’],        Feb 1951 - Feb 1951,https://myanimelist.net/anime/7527/Ponsuke_no_Udekurabe
7618,Ponta Monogatari,Music,1,96,,,"[‘Kids’, ‘Music’, ‘Supernatural’]",        Oct 1977 - Oct 1977,https://myanimelist.net/anime/36381/Ponta_Monogatari
7619,Ponta to Ensoku,OVA,1,294,,,"[‘Adventure’, ‘Drama’]",        May 2012 - May 2012,https://myanimelist.net/anime/13103/Ponta_to_Ensoku
7620,Ponta-kun no Otegara,OVA,1,34,,,[‘Kids’],        1990 - 1990,https://myanimelist.net/anime/39488/Ponta-kun_no_Otegara
7621,PoPo Loouise,Music,1,201,,,"[‘Music’,’Kids’]",        Oct 2008 - Oct 2008,https://myanimelist.net/anime/24315/PoPo_Loouise
7622,Popolocrois Monogatari Pilot,Special,1,103,,,"[‘Adventure’, ‘Fantasy’]",        Mar 2000 - Mar 2000,https://myanimelist.net/anime/40078/Popolocrois_Monogatari_Pilot
7623,Poppen-sensei to Kaerazu no Numa,Special,1,138,,,"[‘Adventure’, ‘Fantasy’, ‘Kids’]",        Apr 1982 - Apr 1982,https://myanimelist.net/anime/30360/Poppen-sensei_to_Kaerazu_no_Numa
7625,Poppoya-san: Nonki Kikanshi,Movie,1,164,,,[‘Kids’],        Jun 1949 - Jun 1949,https://myanimelist.net/anime/23635/Poppoya-san__Nonki_Kikanshi
7627,Porong Porong Pororo 2,TV,52,213,,,[‘Kids’],        Dec 2005 - May 2006,https://myanimelist.net/anime/27451/Porong_Porong_Pororo_2
7647,Present (Music),Music,1,143,,,[‘Music’],        Jan 2016 - Jan 2016,https://myanimelist.net/anime/37594/Present_Music
7648,Printer Rec Music,Music,1,126,,,[‘Music’],        Jun 2014 - Jun 2014,https://myanimelist.net/anime/38764/Printer_Rec_Music
7649,Prism Season,OVA,1,100,,,[‘Kids’],        Apr 1989 - Apr 1989,https://myanimelist.net/anime/34868/Prism_Season
7702,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Movie,1,22857,,,"[‘Action’, ‘Supernatural’,’’Magic’, ‘Fantasy’]",        Aug 2020 - Aug 2020,https://myanimelist.net/anime/38085/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_1_-_Wandering__Agateram
7705,Fate/kaleid liner Prisma Illya Movie,Movie,1,0,,,"[‘Action’, ‘Supernatural’,’’Magic’, ‘Fantasy’]",2020 - 2021,https://myanimelist.net/anime/42030/Fate_kaleid_liner_Prisma☆Illya_Movie
8650,Choujuu Kishin Dancougar: Juusenki-tai Songs,OVA,1,310,,,"[‘Action’, ‘Sci-Fi’, ‘Mecha’]",        1986 - 1986,https://myanimelist.net/anime/17002/Choujuu_Kishin_Dancougar__Juusenki-tai_Songs
8651,Choukadou Girl ⅙: Nona Video Nikki,ONA,40,172,,,[‘Comedy’],        Feb 2019 - Jul 2019,https://myanimelist.net/anime/40009/Choukadou_Girl_⅙__Nona_Video_Nikki
8800,Kabushikigaisha Aokishouji,Special,2,189,,,[‘Comedy’],        Apr 2015 - Apr 2015,https://myanimelist.net/anime/33695/Kabushikigaisha_Aokishouji
15549,Penguin no Mondai Movie,Movie,1,187,,,"[‘Kids’,’Comedy’]",        Sep 2009 - Sep 2009,https://myanimelist.net/anime/6063/Penguin_no_Mondai_Movie
15550,Jinxiu Shenzhou Zhi Qi You Ji,TV,52,437,,,"[‘Adventure’, ‘Fantasy’]",        2013 – 2020,https://myanimelist.net/anime/33267/Jinxiu_Shenzhou_Zhi_Qi_You_Ji
15551,Jinzou Konchuu Kabutoborg VxV,TV,52,467,,,"[‘Action’, ‘Comedy’, ‘Fantasy’, ‘Game’, ‘Shounen’]",        Oct 2006 - Oct 2007,https://myanimelist.net/anime/17291/Jinzou_Konchuu_Kabutoborg_VxV
15552,Jiok,Movie,1,552,,,"[‘Horror’, ‘Drama’, ‘Fantasy’]",        Jul 2006 - Jul 2006,https://myanimelist.net/anime/33144/Jiok
15553,Jirijiri,Music,1,122,,,[‘Music’],        Apr 2012 - Apr 2012,https://myanimelist.net/anime/36065/Jirijiri
16300,Race Eizou-hen,Special,2,132,,,"[‘Music’, ‘Sports’]",        May 2014 - Jun 2015,https://myanimelist.net/anime/38800/Race_Eizou-hen
16301,Rainbow no Anime Bako,Special,1,139,,,[‘Kids’],        Aug 2006 - Aug 2006,https://myanimelist.net/anime/29483/Rainbow_no_Anime_Bako
16302,Rainbow Ruby,TV,26,30,,,"[‘Kids’, ‘Fantasy’]",        Mar 2017 - Aug 2017,https://myanimelist.net/anime/41277/Rainbow_Ruby
16303,Rainbow Scene,Movie,1,64,,,[‘Dementia’],        1971 - 1971,https://myanimelist.net/anime/38871/Rainbow_Scene
16304,Rainbow Sentai Robin,TV,48,511,,,"[‘Action’, ‘Adventure’, ‘Sci-Fi’]",        Apr 1966 - Mar 1967,https://myanimelist.net/anime/9438/Rainbow_Sentai_Robin
16305,Random (web edit ver.),Music,1,139,,,[‘Music’],        Apr 2014 - Apr 2014,https://myanimelist.net/anime/37532/Random_web_edit_ver
16306,Ranpou,TV,21,241,,,"[‘Parody’, ‘Comedy’, ‘School’]",        Apr 1984 - Sep 1984,https://myanimelist.net/anime/16526/Ranpou
16307,RE:Map,Movie,1,100,,,[‘Drama’],        Aug 2008 - Aug 2008,https://myanimelist.net/anime/34113/RE_Map
16308,Rebecca,Movie,1,303,,,"[‘Drama’,’Kids’]",        Mar 2020 - Mar 2020,https://myanimelist.net/anime/40035/Rebecca
16309,Reizouko no Tsukenosuke!,TV,,89,,,"[‘Kids’,’Comedy’,’Parody’]",        Oct 2018 - ,https://myanimelist.net/anime/38451/Reizouko_no_Tsukenosuke
16310,Rekkoku Rikugun,Movie,3,202,,,[‘Military’],        1932 - 1932,https://myanimelist.net/anime/35398/Rekkoku_Rikugun
16311,Relationship Scramble feat. Hatsune Miku,Music,1,164,,,"[‘Music’, ‘Romance’]",        Mar 2019 - Mar 2019,https://myanimelist.net/anime/40286/Relationship_Scramble_feat_Hatsune_Miku
16312,Relaxin’,Music,1,84,,,[‘Music’],        Oct 2013 - Oct 2013,https://myanimelist.net/anime/38503/Relaxin
16313,Rennyo Monogatari,Movie,1,309,,,"[‘Drama’, ‘Historical’]",        Apr 1998 - Apr 1998,https://myanimelist.net/anime/17721/Rennyo_Monogatari
16314,Rennyo to Sono Haha,Movie,1,266,,,[‘Historical’],        Oct 1981 - Oct 1981,https://myanimelist.net/anime/7473/Rennyo_to_Sono_Haha
16315,Renshenguo,Movie,1,276,,,[‘Adventure’],        1981 - 1981,https://myanimelist.net/anime/9416/Renshenguo
16316,Replicant,Music,1,67,,,"[‘Music’, ‘Slice of Life’, ‘Romance’]",        Dec 2013 - Dec 2013,https://myanimelist.net/anime/39385/Replicant
16317,Rere no Aoi Sora,Music,1,65,,,"[‘Music’,’Kids’]",        Jun 2005 - Jun 2005,https://myanimelist.net/anime/39869/Rere_no_Aoi_Sora
16318,Rescue Q-tai no Katsuyaku,OVA,1,73,,,"[‘Drama’,’Kids’]",         - ,https://myanimelist.net/anime/35127/Rescue_Q-tai_no_Katsuyaku
16319,Rescue YoYo,Special,1,158,,,"[‘Kids’, ‘Mecha’]",        Apr 2012 - Apr 2012,https://myanimelist.net/anime/29477/Rescue_YoYo
16320,Reset,Music,1,87,,,"[‘Music’,’Kids’]",        Feb 2003 - Feb 2003,https://myanimelist.net/anime/36390/Reset
16321,Revbahaf Wang-gug Jaegeon-soelgi,TV,26,482,,,"[‘Comedy’, ‘Drama’, ‘Shoujo’]",        May 2007 - Nov 2007,https://myanimelist.net/anime/19467/Revbahaf_Wang-gug_Jaegeon-soelgi
16322,RGB Adventure,TV,6,204,,,[‘Adventure’],        Nov 2006 - Dec 2006,https://myanimelist.net/anime/3372/RGB_Adventure
